Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
2491,52,Male,Blouse,Clothing,78,Montana,M,Gray,Spring,4.0,No,Cash,Free Shipping,No,No,5,,Every 3 Months
2500,52,Male,Hoodie,Clothing,73,Louisiana,L,Pink,Summer,3.1,No,Cash,Next Day Air,No,No,2,,Quarterly
2502,49,Male,Shorts,Clothing,94,West Virginia,M,Violet,Fall,4.6,No,Venmo,Free Shipping,No,No,30,,Bi-Weekly
2503,46,Male,Skirt,Clothing,47,Idaho,L,Pink,Spring,4.1,No,PayPal,Standard,No,No,17,,Every 3 Months
2505,56,Male,Shorts,Clothing,94,Rhode Island,M,Turquoise,Winter,4.0,No,Cash,Store Pickup,No,No,31,,Bi-Weekly
2511,40,Male,Jacket,Outerwear,42,South Dakota,L,Purple,Winter,4.4,No,Credit Card,Standard,No,No,48,,Weekly
2516,37,Male,Blouse,Clothing,92,Kansas,M,Magenta,Summer,4.2,No,Cash,2-Day Shipping,No,No,41,,Monthly
2517,46,Male,Shorts,Clothing,73,Utah,XL,Brown,Spring,4.6,No,Debit Card,Standard,No,No,36,,Quarterly
2518,64,Male,Shirt,Clothing,38,Wyoming,L,Orange,Spring,2.9,No,Venmo,Standard,No,No,10,,Annually
2520,40,Male,Jacket,Outerwear,90,Michigan,L,Magenta,Spring,4.9,No,Credit Card,Standard,No,No,21,,Quarterly
2521,64,Male,Jacket,Outerwear,56,Illinois,L,Magenta,Summer,3.1,No,Cash,Next Day Air,No,No,16,,Every 3 Months
2526,39,Male,Sweater,Clothing,72,Kentucky,M,Purple,Winter,4.2,No,PayPal,Standard,No,No,20,,Weekly
2527,47,Male,Shorts,Clothing,28,Rhode Island,S,Peach,Spring,3.4,No,PayPal,Express,No,No,30,,Bi-Weekly
2528,19,Male,Pants,Clothing,36,Illinois,M,Gold,Fall,3.6,No,Bank Transfer,Express,No,No,33,,Every 3 Months
2531,25,Male,Skirt,Clothing,98,Massachusetts,S,Cyan,Spring,3.6,No,Debit Card,Free Shipping,No,No,28,,Weekly
2545,46,Male,Pants,Clothing,70,Delaware,M,Red,Spring,2.5,No,Venmo,Next Day Air,No,No,39,,Quarterly
2548,47,Male,Jacket,Outerwear,97,Mississippi,M,Beige,Summer,3.2,No,Cash,2-Day Shipping,No,No,16,,Weekly
2550,41,Male,Jacket,Outerwear,60,Virginia,M,Red,Fall,2.7,No,Debit Card,Standard,No,No,11,,Every 3 Months
2556,24,Male,Pants,Clothing,74,Idaho,M,Gray,Fall,3.5,No,Credit Card,Standard,No,No,23,,Weekly
2557,24,Male,T-shirt,Clothing,88,Montana,XL,Magenta,Fall,3.1,No,Bank Transfer,Standard,No,No,4,,Quarterly
2558,70,Male,Shorts,Clothing,23,Oklahoma,L,Cyan,Spring,3.9,No,PayPal,Standard,No,No,17,,Fortnightly
2559,49,Male,Hoodie,Clothing,32,California,M,Silver,Fall,2.7,No,PayPal,Express,No,No,24,,Fortnightly
2562,32,Male,Hoodie,Clothing,20,New York,L,Magenta,Spring,2.7,No,Debit Card,Free Shipping,No,No,22,,Quarterly
2563,57,Male,Shorts,Clothing,62,Arizona,XL,Yellow,Spring,4.7,No,Cash,Standard,No,No,27,,Fortnightly
2569,52,Male,T-shirt,Clothing,98,Texas,XL,Green,Winter,4.3,No,PayPal,Express,No,No,29,,Fortnightly
2573,54,Male,Blouse,Clothing,42,Washington,M,Silver,Fall,3.9,No,Bank Transfer,Next Day Air,No,No,40,,Quarterly
2574,54,Male,T-shirt,Clothing,90,New Mexico,M,Red,Summer,4.4,No,Bank Transfer,Store Pickup,No,No,1,,Annually
2576,53,Male,Shorts,Clothing,96,Minnesota,M,Silver,Fall,4.0,No,PayPal,Express,No,No,9,,Annually
2577,20,Male,Hoodie,Clothing,40,New Hampshire,M,Silver,Winter,4.2,No,Debit Card,Free Shipping,No,No,19,,Quarterly
2580,65,Male,Blouse,Clothing,20,Minnesota,M,Purple,Summer,3.7,No,Venmo,Express,No,No,40,,Weekly
2581,43,Male,Jeans,Clothing,29,Massachusetts,S,Turquoise,Summer,3.6,No,Bank Transfer,Store Pickup,No,No,13,,Quarterly
2584,69,Male,Jeans,Clothing,93,Oklahoma,M,Lavender,Fall,2.5,No,Cash,Next Day Air,No,No,9,,Weekly
2590,52,Male,Pants,Clothing,53,North Dakota,M,Silver,Winter,4.9,No,PayPal,2-Day Shipping,No,No,31,,Annually
2592,40,Male,Jacket,Outerwear,61,New Mexico,S,Olive,Spring,3.3,No,Cash,Express,No,No,40,,Quarterly
2593,23,Male,Shorts,Clothing,23,Iowa,XL,Peach,Summer,4.4,No,Venmo,Store Pickup,No,No,13,,Quarterly
2594,36,Male,Pants,Clothing,36,Colorado,S,Indigo,Fall,4.7,No,Bank Transfer,Store Pickup,No,No,9,,Every 3 Months
2595,59,Male,Skirt,Clothing,81,Montana,L,Indigo,Fall,3.6,No,Cash,Free Shipping,No,No,25,,Every 3 Months
2596,29,Male,Blouse,Clothing,56,Iowa,XL,Maroon,Summer,3.2,No,Bank Transfer,Free Shipping,No,No,3,,Bi-Weekly
2597,63,Male,Shirt,Clothing,78,Louisiana,L,Black,Spring,3.0,No,Credit Card,Next Day Air,No,No,35,,Monthly
2605,47,Male,Sweater,Clothing,54,Colorado,M,Beige,Spring,3.4,No,Debit Card,Store Pickup,No,No,6,,Weekly
2606,41,Male,Hoodie,Clothing,93,Nevada,M,White,Spring,3.7,No,Venmo,2-Day Shipping,No,No,32,,Fortnightly
2609,42,Male,Jacket,Outerwear,68,Mississippi,L,Orange,Fall,4.2,No,Credit Card,2-Day Shipping,No,No,48,,Fortnightly
2611,66,Male,Jeans,Clothing,93,West Virginia,M,Violet,Spring,3.1,No,Cash,Express,No,No,25,,Quarterly
2612,33,Male,Jacket,Outerwear,99,Michigan,L,Maroon,Fall,4.2,No,Cash,2-Day Shipping,No,No,4,,Fortnightly
2615,18,Male,Jacket,Outerwear,65,North Dakota,M,Turquoise,Spring,4.2,No,Bank Transfer,Express,No,No,36,,Fortnightly
2616,49,Male,T-shirt,Clothing,62,Arizona,M,Maroon,Fall,3.1,No,Debit Card,2-Day Shipping,No,No,6,,Quarterly
2618,31,Male,Shorts,Clothing,97,Idaho,S,Maroon,Spring,4.8,No,Bank Transfer,Standard,No,No,29,,Annually
2620,68,Male,Pants,Clothing,40,Connecticut,L,Indigo,Winter,3.9,No,Credit Card,Free Shipping,No,No,47,,Weekly
2621,27,Male,Blouse,Clothing,23,Ohio,S,Lavender,Winter,3.0,No,Debit Card,Standard,No,No,28,,Annually
2626,30,Male,Skirt,Clothing,51,Colorado,L,Cyan,Summer,2.7,No,Credit Card,Standard,No,No,31,,Weekly
2627,50,Male,Jacket,Outerwear,46,Rhode Island,XL,Silver,Fall,4.2,No,Credit Card,Express,No,No,30,,Every 3 Months
2628,66,Male,Shirt,Clothing,26,Missouri,L,Silver,Fall,3.6,No,Bank Transfer,Next Day Air,No,No,40,,Quarterly
2629,25,Male,Hoodie,Clothing,51,Wyoming,M,Silver,Summer,3.8,No,Credit Card,Next Day Air,No,No,42,,Bi-Weekly
2631,29,Male,Skirt,Clothing,82,Maine,S,Pink,Spring,4.2,No,Cash,Free Shipping,No,No,20,,Quarterly
2632,53,Male,Skirt,Clothing,44,Connecticut,S,Violet,Summer,2.7,No,Cash,Express,No,No,3,,Weekly
2636,59,Male,Hoodie,Clothing,80,Colorado,XL,Peach,Spring,2.9,No,PayPal,2-Day Shipping,No,No,34,,Fortnightly
2637,41,Male,Jacket,Outerwear,40,Utah,S,Magenta,Winter,4.2,No,Venmo,Store Pickup,No,No,6,,Annually
2638,20,Male,Pants,Clothing,23,Alabama,M,Magenta,Spring,3.7,No,PayPal,Store Pickup,No,No,2,,Annually
2639,22,Male,Shirt,Clothing,34,Hawaii,S,Black,Spring,4.2,No,Credit Card,Store Pickup,No,No,35,,Annually
2640,18,Male,Blouse,Clothing,35,New Hampshire,XL,Pink,Winter,2.6,No,Debit Card,Free Shipping,No,No,33,,Quarterly
2641,30,Male,Skirt,Clothing,75,Indiana,L,Olive,Summer,4.0,No,Venmo,Store Pickup,No,No,45,,Bi-Weekly
2645,25,Male,Pants,Clothing,83,New Mexico,M,Turquoise,Spring,3.3,No,Bank Transfer,Standard,No,No,4,,Every 3 Months
2647,33,Male,T-shirt,Clothing,56,New Mexico,S,Lavender,Summer,3.9,No,Debit Card,Next Day Air,No,No,4,,Every 3 Months
2649,51,Male,Pants,Clothing,84,Illinois,M,Gray,Spring,3.9,No,PayPal,Next Day Air,No,No,14,,Bi-Weekly
2653,23,Female,Shorts,Clothing,20,Maryland,L,Cyan,Summer,3.3,No,Credit Card,2-Day Shipping,No,No,46,,Monthly
2654,67,Female,Blouse,Clothing,36,Wisconsin,L,Lavender,Fall,4.8,No,Venmo,Express,No,No,24,,Every 3 Months
2657,52,Female,Shorts,Clothing,76,Indiana,L,Yellow,Winter,3.6,No,Bank Transfer,Express,No,No,29,,Fortnightly
2661,24,Female,Pants,Clothing,85,South Carolina,L,Yellow,Spring,4.9,No,Venmo,Express,No,No,44,,Annually
2663,25,Female,Skirt,Clothing,98,Nebraska,M,Cyan,Summer,2.8,No,PayPal,2-Day Shipping,No,No,44,,Fortnightly
2666,70,Female,T-shirt,Clothing,71,Louisiana,L,Red,Winter,3.5,No,Venmo,Store Pickup,No,No,4,,Weekly
2674,67,Female,Hoodie,Clothing,21,Nevada,M,Olive,Summer,2.6,No,Cash,2-Day Shipping,No,No,4,,Monthly
2676,24,Female,Shorts,Clothing,38,Virginia,M,Peach,Winter,3.4,No,Cash,Free Shipping,No,No,38,,Bi-Weekly
2678,45,Female,Shorts,Clothing,43,Connecticut,L,Olive,Spring,3.8,No,PayPal,Next Day Air,No,No,6,,Every 3 Months
2680,53,Female,Shorts,Clothing,68,Montana,S,Yellow,Spring,3.8,No,Debit Card,Express,No,No,7,,Quarterly
2690,29,Female,Blouse,Clothing,35,Wyoming,M,Orange,Fall,3.9,No,PayPal,Standard,No,No,47,,Quarterly
2692,43,Female,Pants,Clothing,25,Nebraska,L,Blue,Winter,3.3,No,Cash,2-Day Shipping,No,No,48,,Monthly
2698,42,Female,Jacket,Outerwear,52,Delaware,L,Red,Winter,3.2,No,Bank Transfer,Standard,No,No,36,,Quarterly
2699,55,Female,Hoodie,Clothing,57,Virginia,M,Magenta,Summer,3.6,No,Venmo,Store Pickup,No,No,34,,Quarterly
2701,22,Female,T-shirt,Clothing,68,California,XL,Olive,Winter,3.2,No,Cash,Standard,No,No,36,,Weekly
2702,49,Female,Sweater,Clothing,30,Idaho,L,Silver,Summer,2.8,No,Bank Transfer,Store Pickup,No,No,18,,Fortnightly
2706,65,Female,Jacket,Outerwear,81,Washington,S,Turquoise,Spring,5.0,No,Credit Card,Store Pickup,No,No,1,,Bi-Weekly
2710,35,Female,Shirt,Clothing,54,Illinois,S,Cyan,Winter,2.9,No,Credit Card,Standard,No,No,9,,Bi-Weekly
2711,69,Female,Jacket,Outerwear,51,Wisconsin,L,Purple,Summer,4.7,No,Bank Transfer,Standard,No,No,3,,Fortnightly
2713,37,Female,Jacket,Outerwear,95,North Dakota,L,Brown,Fall,4.6,No,Debit Card,Standard,No,No,7,,Quarterly
2715,53,Female,Sweater,Clothing,45,Iowa,S,Olive,Winter,3.6,No,Credit Card,Store Pickup,No,No,16,,Bi-Weekly
2719,22,Female,Shorts,Clothing,90,Virginia,M,Peach,Winter,4.9,No,Venmo,Next Day Air,No,No,10,,Bi-Weekly
2720,69,Female,Hoodie,Clothing,82,Louisiana,S,Peach,Fall,4.2,No,Bank Transfer,Free Shipping,No,No,4,,Monthly
2728,40,Female,Shirt,Clothing,87,Colorado,L,Charcoal,Winter,3.7,No,Credit Card,2-Day Shipping,No,No,47,,Fortnightly
2729,26,Female,Skirt,Clothing,28,Florida,M,Pink,Winter,4.0,No,Debit Card,Express,No,No,17,,Weekly
2735,63,Female,Jeans,Clothing,93,New York,XL,Yellow,Summer,2.7,No,Cash,2-Day Shipping,No,No,13,,Bi-Weekly
2736,46,Female,Skirt,Clothing,29,California,M,Yellow,Spring,3.0,No,PayPal,Express,No,No,2,,Bi-Weekly
2737,44,Female,Hoodie,Clothing,25,Montana,M,Pink,Spring,4.8,No,Credit Card,Store Pickup,No,No,45,,Annually
2740,33,Female,Shirt,Clothing,80,Alaska,XL,Blue,Winter,2.5,No,Credit Card,Store Pickup,No,No,39,,Every 3 Months
2745,38,Female,Shirt,Clothing,66,Wyoming,M,Silver,Winter,3.3,No,Credit Card,Store Pickup,No,No,40,,Monthly
2747,39,Female,Hoodie,Clothing,25,Ohio,M,Orange,Fall,3.7,No,PayPal,Standard,No,No,21,,Every 3 Months
2748,18,Female,Jeans,Clothing,62,West Virginia,M,Teal,Winter,3.1,No,Credit Card,Free Shipping,No,No,21,,Every 3 Months
2749,24,Female,Jacket,Outerwear,98,Virginia,L,Turquoise,Spring,3.0,No,Venmo,Free Shipping,No,No,16,,Annually
2750,64,Female,Jacket,Outerwear,53,Vermont,M,Cyan,Spring,3.4,No,Bank Transfer,Standard,No,No,15,,Annually
2753,48,Female,Sweater,Clothing,64,Colorado,S,Peach,Winter,4.0,No,Venmo,Free Shipping,No,No,30,,Bi-Weekly
2759,32,Female,Blouse,Clothing,98,Illinois,M,Purple,Summer,3.2,No,Bank Transfer,Standard,No,No,8,,Bi-Weekly
2761,41,Female,Skirt,Clothing,82,Alaska,S,Violet,Fall,5.0,No,Credit Card,Next Day Air,No,No,41,,Bi-Weekly
2763,58,Female,T-shirt,Clothing,41,Georgia,M,Charcoal,Fall,3.8,No,Debit Card,Store Pickup,No,No,10,,Every 3 Months
2765,63,Female,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,No,Debit Card,Next Day Air,No,No,2,,Weekly
2769,55,Female,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,No,PayPal,2-Day Shipping,No,No,28,,Bi-Weekly
2770,32,Female,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3.0,No,Cash,Standard,No,No,13,,Weekly
2772,58,Female,Jacket,Outerwear,52,Maryland,S,Beige,Summer,3.1,No,Bank Transfer,2-Day Shipping,No,No,12,,Fortnightly
2774,39,Female,Pants,Clothing,98,Arizona,S,Maroon,Spring,4.6,No,Bank Transfer,Express,No,No,45,,Quarterly
2778,52,Female,Blouse,Clothing,24,Idaho,M,Magenta,Fall,4.8,No,Credit Card,Standard,No,No,28,,Every 3 Months
2784,19,Female,Skirt,Clothing,38,Virginia,M,Silver,Spring,4.5,No,Credit Card,Next Day Air,No,No,26,,Quarterly
2785,33,Female,Skirt,Clothing,70,Idaho,M,Black,Winter,3.1,No,PayPal,Express,No,No,12,,Every 3 Months
2786,53,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,No,Bank Transfer,Next Day Air,No,No,13,,Monthly
2790,28,Female,Sweater,Clothing,85,North Carolina,L,Orange,Fall,5.0,No,Credit Card,Express,No,No,28,,Bi-Weekly
2793,54,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,No,Credit Card,Express,No,No,11,,Weekly
2795,33,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,No,Cash,Standard,No,No,7,,Fortnightly
2797,55,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,No,Cash,Store Pickup,No,No,21,,Annually
2799,52,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,No,PayPal,Store Pickup,No,No,37,,Weekly
2800,23,Female,T-shirt,Clothing,89,Maine,L,Pink,Spring,3.9,No,Bank Transfer,Free Shipping,No,No,9,,Every 3 Months
2801,70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,Cash,Free Shipping,No,No,14,,Bi-Weekly
2802,64,Female,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,2.6,No,PayPal,Express,No,No,30,,Annually
2804,46,Female,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,No,Bank Transfer,Free Shipping,No,No,31,,Monthly
2805,65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,No,Bank Transfer,Standard,No,No,48,,Every 3 Months
2807,45,Female,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,No,Credit Card,Standard,No,No,50,,Annually
2808,56,Female,Hoodie,Clothing,100,Maryland,M,Charcoal,Spring,4.4,No,Debit Card,2-Day Shipping,No,No,10,,Fortnightly
2809,49,Female,Skirt,Clothing,62,Tennessee,M,Beige,Spring,3.9,No,PayPal,Free Shipping,No,No,45,,Every 3 Months
2810,66,Female,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3.0,No,Debit Card,Standard,No,No,27,,Quarterly
2811,27,Female,Jeans,Clothing,31,Arizona,M,Purple,Summer,4.0,No,Debit Card,Standard,No,No,10,,Fortnightly
2812,69,Female,Jacket,Outerwear,89,Ohio,M,Blue,Fall,3.7,No,Credit Card,Store Pickup,No,No,19,,Quarterly
2813,66,Female,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,3.8,No,Credit Card,Store Pickup,No,No,1,,Every 3 Months
2814,45,Female,Shirt,Clothing,50,Vermont,S,Maroon,Summer,3.3,No,Debit Card,2-Day Shipping,No,No,39,,Quarterly
2815,31,Female,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,3.6,No,Bank Transfer,Standard,No,No,14,,Monthly
2816,33,Female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,No,Venmo,Free Shipping,No,No,40,,Every 3 Months
2817,43,Female,Skirt,Clothing,28,Maryland,M,Black,Spring,3.5,No,Venmo,Free Shipping,No,No,45,,Weekly
2819,46,Female,Shorts,Clothing,73,California,M,Turquoise,Fall,4.7,No,Debit Card,Next Day Air,No,No,12,,Annually
2820,67,Female,Shirt,Clothing,27,Georgia,L,Lavender,Spring,3.0,No,Cash,Free Shipping,No,No,19,,Monthly
2823,61,Female,Skirt,Clothing,37,New Jersey,S,Brown,Fall,4.1,No,PayPal,Standard,No,No,33,,Quarterly
2828,20,Female,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,3.1,No,Bank Transfer,Next Day Air,No,No,11,,Bi-Weekly
2831,63,Female,Skirt,Clothing,90,Oregon,L,Cyan,Spring,2.9,No,Venmo,Store Pickup,No,No,13,,Every 3 Months
2832,34,Female,Hoodie,Clothing,53,Virginia,L,Pink,Winter,5.0,No,Credit Card,Express,No,No,4,,Weekly
2834,43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,No,Cash,Free Shipping,No,No,19,,Monthly
2835,39,Female,Jacket,Outerwear,43,Texas,M,Indigo,Fall,2.9,No,Credit Card,2-Day Shipping,No,No,17,,Weekly
2836,33,Female,T-shirt,Clothing,84,Vermont,S,Pink,Winter,4.9,No,Venmo,Free Shipping,No,No,7,,Annually
2837,51,Female,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,5.0,No,Cash,2-Day Shipping,No,No,21,,Bi-Weekly
2839,51,Female,Jacket,Outerwear,50,Maine,M,Blue,Fall,3.7,No,Bank Transfer,Free Shipping,No,No,2,,Weekly
2841,40,Female,T-shirt,Clothing,47,West Virginia,L,Pink,Spring,3.5,No,Cash,Store Pickup,No,No,41,,Annually
2844,51,Female,Sweater,Clothing,26,Ohio,M,White,Summer,3.6,No,Venmo,Store Pickup,No,No,41,,Weekly
2851,57,Female,Sweater,Clothing,79,Nebraska,M,Silver,Spring,3.0,No,Debit Card,Store Pickup,No,No,36,,Annually
2852,58,Female,Blouse,Clothing,73,Nevada,L,Teal,Summer,3.0,No,Debit Card,Store Pickup,No,No,42,,Monthly
2857,65,Female,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,No,Credit Card,2-Day Shipping,No,No,31,,Monthly
2859,34,Female,Jeans,Clothing,87,Maryland,L,Teal,Summer,3.8,No,Bank Transfer,2-Day Shipping,No,No,46,,Monthly
2860,31,Female,Shorts,Clothing,32,Utah,L,Yellow,Fall,3.4,No,Bank Transfer,Express,No,No,29,,Annually
2861,28,Female,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,2.9,No,Bank Transfer,Next Day Air,No,No,49,,Weekly
2864,37,Female,T-shirt,Clothing,56,Connecticut,M,Yellow,Fall,3.9,No,Venmo,2-Day Shipping,No,No,18,,Monthly
2865,58,Female,Sweater,Clothing,43,Illinois,S,Maroon,Fall,3.6,No,Venmo,Store Pickup,No,No,31,,Weekly
2866,28,Female,Skirt,Clothing,97,California,M,Silver,Fall,3.7,No,Cash,Free Shipping,No,No,27,,Fortnightly
2867,54,Female,Blouse,Clothing,75,Connecticut,S,Violet,Summer,3.1,No,Cash,Free Shipping,No,No,19,,Annually
2872,46,Female,Shorts,Clothing,43,Idaho,S,Black,Summer,2.7,No,Venmo,2-Day Shipping,No,No,40,,Bi-Weekly
2874,44,Female,Sweater,Clothing,40,Montana,M,Teal,Spring,2.6,No,Bank Transfer,Free Shipping,No,No,8,,Monthly
2875,36,Female,Shirt,Clothing,29,Colorado,L,Silver,Summer,3.1,No,Debit Card,Standard,No,No,2,,Annually
2876,24,Female,Pants,Clothing,81,Kentucky,M,Pink,Fall,2.6,No,Debit Card,Free Shipping,No,No,14,,Weekly
2877,65,Female,Hoodie,Clothing,84,New Mexico,M,Charcoal,Spring,3.4,No,Bank Transfer,2-Day Shipping,No,No,5,,Fortnightly
2880,62,Female,Blouse,Clothing,57,North Dakota,XL,Turquoise,Winter,4.9,No,Venmo,Free Shipping,No,No,31,,Annually
2881,19,Female,Skirt,Clothing,61,Florida,L,Beige,Winter,4.8,No,PayPal,Store Pickup,No,No,43,,Quarterly
2883,59,Female,Blouse,Clothing,51,Oklahoma,L,Gold,Winter,2.6,No,Credit Card,Store Pickup,No,No,23,,Bi-Weekly
2889,70,Female,Hoodie,Clothing,42,Wisconsin,L,Green,Spring,5.0,No,Debit Card,2-Day Shipping,No,No,25,,Quarterly
2891,39,Female,Jeans,Clothing,55,North Dakota,M,Violet,Winter,3.7,No,Credit Card,Free Shipping,No,No,23,,Monthly
2892,47,Female,T-shirt,Clothing,73,Ohio,XL,Black,Winter,2.5,No,PayPal,Free Shipping,No,No,10,,Monthly
2896,56,Female,Hoodie,Clothing,86,Montana,L,Green,Summer,4.6,No,Bank Transfer,Standard,No,No,29,,Monthly
2897,30,Female,Blouse,Clothing,91,Delaware,M,Silver,Summer,3.3,No,Venmo,Free Shipping,No,No,2,,Every 3 Months
2898,43,Female,Jacket,Outerwear,59,Montana,L,Violet,Fall,2.5,No,Cash,Free Shipping,No,No,2,,Fortnightly
2901,41,Female,Blouse,Clothing,67,Maryland,XL,Violet,Winter,4.0,No,Cash,Standard,No,No,23,,Bi-Weekly
2902,41,Female,Blouse,Clothing,43,Alabama,L,Olive,Winter,2.6,No,Credit Card,Free Shipping,No,No,46,,Quarterly
2909,43,Female,Blouse,Clothing,87,Texas,M,Beige,Winter,3.1,No,Debit Card,Store Pickup,No,No,15,,Every 3 Months
2915,45,Female,Sweater,Clothing,72,Pennsylvania,M,Yellow,Fall,3.8,No,Debit Card,Express,No,No,1,,Bi-Weekly
2916,26,Female,Shirt,Clothing,30,Oregon,M,Cyan,Fall,4.5,No,Debit Card,Express,No,No,39,,Bi-Weekly
2917,62,Female,Shorts,Clothing,66,Oklahoma,M,Green,Winter,2.7,No,Credit Card,Express,No,No,13,,Bi-Weekly
2918,58,Female,Shirt,Clothing,45,Colorado,XL,White,Winter,2.9,No,Venmo,Store Pickup,No,No,50,,Annually
2924,28,Female,Shirt,Clothing,70,Pennsylvania,M,Magenta,Spring,4.2,No,Cash,2-Day Shipping,No,No,12,,Quarterly
2925,47,Female,Shirt,Clothing,64,Rhode Island,L,Indigo,Winter,3.7,No,Debit Card,Free Shipping,No,No,37,,Every 3 Months
2926,54,Female,Sweater,Clothing,91,Illinois,M,Maroon,Spring,2.8,No,Credit Card,Store Pickup,No,No,43,,Every 3 Months
2928,45,Female,Shirt,Clothing,24,Missouri,M,Black,Summer,2.7,No,Venmo,Express,No,No,15,,Bi-Weekly
2931,38,Female,T-shirt,Clothing,50,Mississippi,M,Orange,Spring,4.0,No,Venmo,Free Shipping,No,No,14,,Monthly
2937,31,Female,Skirt,Clothing,34,Washington,M,White,Spring,3.6,No,PayPal,Express,No,No,46,,Weekly
2940,32,Female,Sweater,Clothing,46,Kentucky,M,Beige,Winter,4.3,No,Venmo,Express,No,No,34,,Weekly
2942,38,Female,Skirt,Clothing,86,Pennsylvania,L,Purple,Spring,3.7,No,PayPal,Free Shipping,No,No,27,,Monthly
2944,29,Female,Shirt,Clothing,44,Virginia,M,Orange,Spring,3.4,No,Credit Card,Standard,No,No,37,,Monthly
2947,38,Female,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.8,No,Bank Transfer,Free Shipping,No,No,29,,Quarterly
2949,61,Female,Pants,Clothing,83,Vermont,M,Violet,Winter,3.1,No,Debit Card,Standard,No,No,38,,Bi-Weekly
2951,22,Female,Jeans,Clothing,91,Iowa,S,Maroon,Winter,4.1,No,Debit Card,2-Day Shipping,No,No,44,,Every 3 Months
2955,33,Female,T-shirt,Clothing,28,South Dakota,M,Indigo,Winter,3.9,No,Credit Card,Express,No,No,15,,Annually
2959,55,Female,Skirt,Clothing,100,Ohio,M,Black,Summer,4.5,No,PayPal,Standard,No,No,28,,Monthly
2962,33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.8,No,Debit Card,Free Shipping,No,No,21,,Bi-Weekly
2963,57,Female,Pants,Clothing,40,California,L,Pink,Fall,4.0,No,Credit Card,Express,No,No,42,,Every 3 Months
2969,26,Female,Sweater,Clothing,48,South Carolina,S,Gray,Fall,4.9,No,Cash,Express,No,No,25,,Every 3 Months
2973,31,Female,Jacket,Outerwear,39,New York,S,Indigo,Fall,4.2,No,Venmo,Free Shipping,No,No,11,,Every 3 Months
2978,38,Female,Shorts,Clothing,47,Washington,L,Gold,Winter,3.4,No,Venmo,Standard,No,No,20,,Annually
2979,53,Female,Shorts,Clothing,56,Idaho,S,Cyan,Spring,3.9,No,Bank Transfer,Free Shipping,No,No,49,,Fortnightly
2980,31,Female,Jeans,Clothing,91,Louisiana,L,Olive,Fall,2.6,No,PayPal,Next Day Air,No,No,14,,Weekly
2982,21,Female,Pants,Clothing,36,Delaware,L,Pink,Winter,4.9,No,Venmo,Standard,No,No,37,,Annually
2984,60,Female,Pants,Clothing,44,West Virginia,M,Charcoal,Winter,2.8,No,Credit Card,2-Day Shipping,No,No,1,,Quarterly
2988,63,Female,Skirt,Clothing,36,Louisiana,L,Black,Winter,2.5,No,Cash,Store Pickup,No,No,42,,Monthly
2991,69,Female,Shirt,Clothing,91,Illinois,M,Teal,Fall,4.2,No,Venmo,Free Shipping,No,No,24,,Monthly
2994,32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,No,Cash,Free Shipping,No,No,18,,Bi-Weekly
2995,69,Female,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,No,Bank Transfer,Store Pickup,No,No,14,,Quarterly
2996,29,Female,Jeans,Clothing,96,Virginia,M,Orange,Summer,2.5,No,Debit Card,Standard,No,No,42,,Bi-Weekly
2998,41,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.7,No,Venmo,Next Day Air,No,No,14,,Every 3 Months
2999,31,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,4.7,No,Debit Card,Express,No,No,30,,Quarterly
3004,51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,No,Credit Card,Express,No,No,13,,Every 3 Months
